p_adj,unit,product,geo\time	2020 	2019 	2018 	2017 	2016 	2015 
NI,I15,219000,EU28	: 	106.87 p	104.87 	101.41 	99.56 	100.00 
NI,I15,219000,FI	104.00 f	105.60 	102.77 	101.52 	100.41 	100.00 
NI,I15,219000,FR	106.57 f	107.73 	105.95 	102.29 	99.01 	100.00 
NI,I15,219000,HU	120.60 f	115.00 	106.40 	101.80 	100.10 	100.00 
NI,I15,219000,IE	102.70 f	102.59 	102.30 	101.45 	100.96 	100.00 
NI,I15,219000,LU	111.15 f	107.97 	105.13 	103.33 	101.62 	100.00 
NI,I15,219000,LV	115.81 f	108.40 	108.18 	102.95 	100.43 	100.00 
NI,I15,219000,NL	107.60 f	106.20 	103.40 	101.70 	100.30 	100.00 
NI,I15,219000,PL	115.51 f	110.22 p	106.70 	103.58 	100.74 	100.00 
NI,I15,219000,PT	101.82 f	101.88 	101.67 	101.88 	100.58 	100.00 
NI,I15,219000,SK	114.80 f	118.90 	110.33 	96.96 	94.23 	100.00 
NI,I15,220000,AT	104.50 f	104.60 	103.40 	100.10 	99.20 	100.00 
NI,I15,220000,BE	106.26 f	107.86 	106.00 	102.31 	98.81 	100.00 
NI,I15,220000,BG	101.10 f	103.90 	102.10 	98.20 	96.70 	100.00 
NI,I15,220000,CY	94.02 f	96.14 	93.37 	95.44 	94.08 	100.00 
NI,I15,220000,CZ	102.90 f	102.60 	99.80 	98.00 	96.90 	100.00 
NI,I15,220000,DE	105.50 f	105.60 	103.80 	100.00 	98.30 	100.00 
NI,I15,220000,DK	103.94 f	104.26 	103.15 	100.96 	100.22 	100.00 
NI,I15,220000,EE	102.24 f	103.63 	101.75 	98.67 	97.84 	100.00 
NI,I15,220000,EL	100.00 f	102.83 	102.80 	100.57 	98.12 	100.00 
NI,I15,220000,ES	99.11 f	101.73 	100.62 	97.15 	96.73 	100.00 
NI,I15,220000,EU27_2020	103.70 f	104.70 p	103.08 	99.59 	97.98 	100.00 
NI,I15,220000,EU28	: 	105.32 p	103.60 	99.84 	97.94 	100.00 
NI,I15,220000,FI	100.90 f	104.72 	102.63 	98.93 	97.42 	100.00 
NI,I15,220000,FR	102.17 f	103.85 	102.24 	98.69 	97.50 	100.00 
NI,I15,220000,HR	94.45 f	97.44 	96.97 	94.52 	94.89 	100.00 
NI,I15,220000,HU	107.70 f	106.70 	102.80 	98.10 	97.90 	100.00 
NI,I15,220000,IE	102.10 f	104.75 	102.52 	98.60 	98.33 	100.00 
NI,I15,220000,IT	106.00 f	105.90 	104.30 	101.00 	99.90 	100.00 
NI,I15,220000,LT	94.18 f	94.13 	101.90 	102.44 	99.31 	100.00 
NI,I15,220000,LU	104.44 f	104.83 	102.88 	100.29 	98.46 	100.00 
NI,I15,220000,LV	103.73 f	104.40 	103.36 	99.24 	98.28 	100.00 
NI,I15,220000,MT	103.55 f	102.71 	100.79 	99.63 	99.99 	100.00 
NI,I15,220000,NL	101.60 f	103.30 	102.60 	99.90 	96.90 	100.00 
NI,I15,220000,PL	106.02 f	107.08 p	103.62 	100.04 	98.04 	100.00 
NI,I15,220000,PT	101.13 f	101.40 	100.82 	99.17 	99.51 	100.00 
NI,I15,220000,RO	113.31 f	110.06 	107.44 	101.66 	95.16 	100.00 
NI,I15,220000,SE	108.60 f	111.80 	108.50 	101.50 	99.00 	100.00 
NI,I15,220000,SI	104.16 f	105.63 	102.90 	99.17 	98.35 	100.00 
NI,I15,220000,SK	99.20 f	102.20 	100.05 	94.99 	95.34 	100.00 
NI,I15,220000,UK	112.76 f	111.56 	108.81 	102.36 	97.50 	100.00 
NI,PCH_PRE,200000,AT	-1.36 f	0.59 	3.96 	0.41 	-1.90 	: 
NI,PCH_PRE,200000,BE	-1.64 f	1.82 	3.76 	3.57 	-1.76 	: 
NI,PCH_PRE,200000,BG	-3.08 f	1.36 	4.16 	1.65 	-3.10 	: 
NI,PCH_PRE,200000,CY	-2.25 f	3.04 	-2.21 	1.43 	-6.04 	: 
NI,PCH_PRE,200000,CZ	-0.59 f	2.73 	1.96 	1.15 	-4.00 	: 
NI,PCH_PRE,200000,DE	-0.67 f	1.17 	4.26 	1.44 	-2.90 	: 
NI,PCH_PRE,200000,DK	-0.32 f	1.09 	2.40 	0.68 	-0.08 	: 
NI,PCH_PRE,200000,EE	-1.93 f	1.80 	3.60 	0.70 	-2.60 	: 
NI,PCH_PRE,200000,EL	-3.39 f	-0.03 	2.58 	2.80 	-2.31 	: 
NI,PCH_PRE,200000,ES	-2.98 f	0.90 	3.83 	0.31 	-3.60 	: 
NI,PCH_PRE,200000,EU27_2020	-1.49 f	1.47 	3.76 	1.64 	-2.75 	: 
NI,PCH_PRE,200000,EU28	: 	1.61 	4.07 	2.05 	-2.78 	: 
NI,PCH_PRE,200000,FI	-5.52 f	1.95 	4.39 	1.85 	-3.82 	: 
NI,PCH_PRE,200000,FR	-2.38 f	1.50 	3.58 	0.86 	-3.41 	: 
NI,PCH_PRE,200000,HR	-3.52 f	0.37 	2.42 	-0.51 	-5.78 	: 
NI,PCH_PRE,200000,HU	0.19 f	3.55 	4.64 	-0.41 	-2.70 	: 
NI,PCH_PRE,200000,IE	-3.27 f	2.24 	4.60 	0.38 	-2.15 	: 
NI,PCH_PRE,200000,IT	-0.28 f	1.64 	3.69 	1.01 	-0.80 	: 
NI,PCH_PRE,200000,LT	-3.62 f	-2.39 	3.53 	4.13 	-10.70 	: 
NI,PCH_PRE,200000,LU	-2.42 f	1.13 	3.82 	1.12 	-3.79 	: 
NI,PCH_PRE,200000,LV	-1.75 f	1.68 	4.29 	0.77 	-2.44 	: 
NI,PCH_PRE,200000,MT	0.85 f	1.79 	1.70 	-0.39 	-0.51 	: 
NI,PCH_PRE,200000,NL	-2.56 f	-0.20 	3.03 	3.45 	-4.40 	: 
NI,PCH_PRE,200000,PL	-1.20 f	3.36 	3.61 	2.08 	-2.05 	: 
NI,PCH_PRE,200000,PT	-0.53 f	0.41 	1.71 	-0.55 	-0.61 	: 
NI,PCH_PRE,200000,RO	1.30 f	1.93 	5.02 	5.89 	-4.43 	: 
NI,PCH_PRE,200000,SE	-4.48 f	3.05 	7.45 	2.55 	-1.80 	: 
NI,PCH_PRE,200000,SI	-3.08 f	2.42 	3.87 	0.31 	-3.04 	: 
NI,PCH_PRE,200000,SK	-3.44 f	1.90 	6.15 	-0.58 	-5.43 	: 
NI,PCH_PRE,200000,UK	1.16 f	2.72 	6.70 	5.72 	-3.12 	: 
NI,PCH_PRE,201000,AT	0.81 f	0.51 	1.44 	-3.19 	0.30 	: 
NI,PCH_PRE,201000,BE	-1.39 f	-1.64 	-1.73 e	0.58 	0.19 	: 
NI,PCH_PRE,201000,BG	-2.18 f	1.74 	1.77 	-1.74 	3.70 	: 
NI,PCH_PRE,201000,CY	0.64 f	4.35 	-10.47 	-5.63 	-1.50 	: 
NI,PCH_PRE,201000,CZ	-0.27 f	3.44 	5.07 	0.59 	1.90 	: 
NI,PCH_PRE,201000,DE	-0.59 f	2.51 	1.63 	0.92 	-2.70 	: 
NI,PCH_PRE,201000,DK	-0.22 f	2.04 	-0.40 	-1.71 	11.97 	: 
NI,PCH_PRE,201000,EE	0.08 f	2.77 	9.54 	1.58 	-3.07 	: 
NI,PCH_PRE,201000,EL	0.00 f	0.17 	0.26 	-0.50 	1.82 	: 
NI,PCH_PRE,201000,ES	-2.18 f	-1.48 	2.86 	0.38 	4.60 	: 
NI,PCH_PRE,201000,EU27_2020	0.99 f	1.12 p	2.91 e	0.58 	0.50 	: 
NI,PCH_PRE,201000,EU28	: 	1.03 p	3.08 e	0.37 	0.59 	: 
NI,PCH_PRE,201000,FI	-7.38 f	4.49 	4.74 	-3.93 	-2.55 	: 
NI,PCH_PRE,201000,FR	0.20 f	0.04 	0.31 	-1.73 	-1.28 	: 
NI,PCH_PRE,201000,HR	4.02 f	3.96 	-3.07 	4.23 	1.14 	: 
NI,PCH_PRE,201000,HU	5.05 f	4.25 	5.22 	-5.06 	-1.10 	: 
NI,PCH_PRE,201000,IE	-4.45 f	8.77 	-0.39 	0.08 	-1.54 	: 
NI,PCH_PRE,201000,IT	3.80 f	3.64 	1.70 	-1.58 	1.50 	: 
NI,PCH_PRE,201000,LT	26.77 f	-12.76 	28.21 	-6.83 	2.89 	: 
NI,PCH_PRE,201000,LU	-1.07 f	6.52 	0.58 	-1.39 	4.85 	: 
NI,PCH_PRE,201000,LV	-5.43 f	9.48 	-3.53 	7.19 	3.39 	: 
NI,PCH_PRE,201000,MT	0.75 f	7.53 	2.47 	-0.69 	10.01 	: 
NI,PCH_PRE,201000,NL	-0.56 f	2.37 	-5.46 	9.19 	2.30 	: 
NI,PCH_PRE,201000,PL	2.47 f	4.72 p	0.56 	-1.74 	3.19 	: 
NI,PCH_PRE,201000,PT	0.39 f	-5.58 	7.30 	4.17 	-2.96 	: 
NI,PCH_PRE,201000,RO	5.99 f	-4.88 	43.94 	0.61 	-2.09 	: 
NI,PCH_PRE,201000,SE	2.44 f	5.12 	-2.19 	-2.44 	-1.80 	: 
NI,PCH_PRE,201000,SI	-0.95 f	10.16 	-3.48 	0.17 	-4.54 	: 
NI,PCH_PRE,201000,SK	3.77 f	1.31 	-3.20 	-4.88 	-0.41 	: 
NI,PCH_PRE,201000,UK	8.41 f	0.09 	5.07 	-2.10 	1.65 	: 
NI,PCH_PRE,202000,AT	-9.46 f	-0.38 	8.15 	4.36 	-6.00 	: 
NI,PCH_PRE,202000,BE	-18.75 f	0.80 	12.24 	18.49 	4.78 	: 
NI,PCH_PRE,202000,BG	-10.90 f	-0.59 	7.23 	5.41 	-9.40 	: 
NI,PCH_PRE,202000,CY	-14.01 f	4.11 	10.10 	13.30 	-16.47 	: 
NI,PCH_PRE,202000,CZ	-6.09 f	1.77 	5.83 	5.14 	-8.60 	: 
NI,PCH_PRE,202000,DE	-5.37 f	1.31 	7.34 	6.65 	-6.80 	: 
NI,PCH_PRE,202000,DK	-7.98 f	2.84 	9.59 	8.68 	-2.96 	: 
NI,PCH_PRE,202000,EE	-13.06 f	0.95 	9.91 	8.02 	-2.18 	: 
NI,PCH_PRE,202000,EL	-11.00 f	0.53 	8.76 	13.42 	-7.42 	: 
NI,PCH_PRE,202000,ES	-18.33 f	-3.21 	12.93 	9.14 	-11.40 	: 
NI,PCH_PRE,202000,EU27_2020	-10.50 f	-0.04 p	10.43 	7.30 	-7.25 	: 
NI,PCH_PRE,202000,EU28	: 	0.17 p	10.51 	7.65 	-7.11 	: 
NI,PCH_PRE,202000,FI	-13.77 f	2.72 	10.41 	9.77 	-6.75 	: 
NI,PCH_PRE,202000,FR	-13.42 f	-0.45 	13.92 	10.79 	-7.73 	: 
NI,PCH_PRE,202000,HR	-20.42 f	: c	: c	: c	: c	: 
NI,PCH_PRE,202000,HU	-5.12 f	0.85 	7.36 	5.64 	-6.10 	: 
NI,PCH_PRE,202000,IE	-8.14 f	-0.01 	8.93 	6.38 	-8.06 	: 
NI,PCH_PRE,202000,IT	-9.00 f	2.09 	9.35 	5.90 	-5.10 	: 
NI,PCH_PRE,202000,LT	-23.58 f	-2.00 	17.83 	10.54 	-19.51 	: 
NI,PCH_PRE,202000,LU	-18.68 f	-0.12 	15.23 	9.84 	-11.47 	: 
NI,PCH_PRE,202000,LV	-8.00 f	1.54 	8.51 	4.74 	-6.02 	: 
NI,PCH_PRE,202000,MT	-0.34 f	3.70 	1.57 	-2.77 	-6.86 	: 
NI,PCH_PRE,202000,NL	-26.59 f	-13.64 	15.41 	10.54 	-18.40 	: 
NI,PCH_PRE,202000,PL	-6.63 f	1.05 p	7.07 	5.45 	-5.27 	: 
NI,PCH_PRE,202000,PT	-7.58 f	1.06 	8.53 	6.75 	-5.23 	: 
NI,PCH_PRE,202000,RO	-9.54 f	1.90 	15.36 	-1.81 	-6.33 	: 
NI,PCH_PRE,202000,SE	-10.89 f	3.33 	12.25 	7.76 	-0.80 	: 
NI,PCH_PRE,202000,SI	-13.68 f	-1.49 	8.71 	8.90 	-8.43 	: 
NI,PCH_PRE,202000,SK	-14.54 f	0.21 	35.02 	11.51 	-15.23 	: 
NI,PCH_PRE,202000,UK	-10.02 f	2.99 	11.68 	12.47 	-5.07 	: 
NI,PCH_PRE,202100,AT	: 	3.73 	0.94 	-5.44 	1.10 	: 
NI,PCH_PRE,202100,BE	: 	1.63 	2.21 	7.90 	28.28 	: 
NI,PCH_PRE,202100,BG	: 	2.51 	2.07 	1.40 	-0.10 	: 
NI,PCH_PRE,202100,CY	: 	9.75 	9.10 	15.67 	-19.04 	: 
NI,PCH_PRE,202100,CZ	: 	10.62 	2.61 	-2.13 	-6.20 	: 
NI,PCH_PRE,202100,DE	: 	3.19 	1.37 	1.59 	0.50 	: 
NI,PCH_PRE,202100,DK	: 	0.02 	-0.02 	3.63 	0.00 	: 
NI,PCH_PRE,202100,EE	: 	0.61 	10.93 	0.74 	2.04 	: 
NI,PCH_PRE,202100,EL	: 	4.27 	0.21 	-0.69 	-0.48 	: 
NI,PCH_PRE,202100,ES	: 	-12.30 	10.78 	9.59 	-10.30 	: 
NI,PCH_PRE,202100,EU27_2020	: 	0.25 p	3.71 	2.65 	-1.25 	: 
NI,PCH_PRE,202100,EU28	: 	0.67 p	4.00 	2.87 	-1.19 	: 
NI,PCH_PRE,202100,FI	: 	9.07 	3.97 	4.88 	-0.70 	: 
NI,PCH_PRE,202100,FR	: 	3.89 	1.32 	0.42 	3.11 	: 
NI,PCH_PRE,202100,HR	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,202100,HU	: 	0.00 	0.00 	0.00 	0.00 	: 
NI,PCH_PRE,202100,IE	: 	3.21 	7.01 	-0.97 	-3.53 	: 
NI,PCH_PRE,202100,IT	: 	5.01 	4.46 	3.83 	-0.70 	: 
NI,PCH_PRE,202100,LT	: 	2.33 	-8.27 	-1.45 	-7.39 	: 
NI,PCH_PRE,202100,LU	: 	6.09 	4.60 	-3.55 	-2.93 	: 
NI,PCH_PRE,202100,LV	: 	9.59 	-5.94 	-7.12 	-1.88 	: 
NI,PCH_PRE,202100,MT	: 	-0.26 	0.00 	-27.30 	0.00 	: 
NI,PCH_PRE,202100,NL	: 	-8.25 	5.54 	-1.78 	-10.00 	: 
NI,PCH_PRE,202100,PL	: 	-4.04 p	0.08 	2.08 	-1.80 	: 
NI,PCH_PRE,202100,PT	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,202100,RO	: 	6.71 	7.56 	2.28 	-4.57 	: 
NI,PCH_PRE,202100,SE	: 	3.26 	12.16 	5.70 	3.50 	: 
NI,PCH_PRE,202100,SI	: 	2.42 	1.39 	0.47 	0.18 	: 
NI,PCH_PRE,202100,SK	: 	7.46 	17.38 	1.30 	-6.25 	: 
NI,PCH_PRE,202100,UK	: 	7.26 	8.64 	6.70 	-0.21 	: 
NI,PCH_PRE,202200,AT	: 	-1.50 	16.86 	12.05 	-13.70 	: 
NI,PCH_PRE,202200,BE	: 	0.89 	19.57 	31.27 	-4.98 	: 
NI,PCH_PRE,202200,BG	: 	1.37 	10.59 	7.43 	-13.90 	: 
NI,PCH_PRE,202200,CY	: 	-6.58 	11.36 	12.78 	-16.35 	: 
NI,PCH_PRE,202200,CZ	: 	1.24 	3.96 	3.37 	-2.20 	: 
NI,PCH_PRE,202200,DE	: 	5.01 	8.70 	6.00 	-10.00 	: 
NI,PCH_PRE,202200,DK	: 	4.88 	19.46 	12.53 	-8.62 	: 
NI,PCH_PRE,202200,EE	: 	3.23 	6.67 	5.74 	-4.07 	: 
NI,PCH_PRE,202200,EL	: 	2.29 	9.21 	24.06 	-14.48 	: 
NI,PCH_PRE,202200,EU27_2020	: 	-5.18 p	14.09 	11.12 	-13.02 	: 
NI,PCH_PRE,202200,EU28	: 	-4.74 p	13.71 	10.71 	-12.52 	: 
NI,PCH_PRE,202200,FI	: 	-0.86 	13.37 	14.32 	-12.43 	: 
NI,PCH_PRE,202200,FR	: 	-0.55 	18.44 	11.20 	-9.45 	: 
NI,PCH_PRE,202200,HR	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,202200,HU	: 	0.99 	0.90 	0.50 	-0.80 	: 
NI,PCH_PRE,202200,IT	: 	-2.82 	3.20 	6.30 	-3.10 	: 
NI,PCH_PRE,202200,LT	: 	0.85 	10.81 	14.29 	-15.16 	: 
NI,PCH_PRE,202200,LU	: 	-2.46 	19.51 	16.59 	-15.14 	: 
NI,PCH_PRE,202200,LV	: 	2.86 	10.49 	4.93 	-10.02 	: 
NI,PCH_PRE,202200,NL	: 	-24.67 	22.91 	18.03 	-27.90 	: 
NI,PCH_PRE,202200,PL	: 	0.45 p	9.39 	5.37 	-2.21 	: 
NI,PCH_PRE,202200,PT	: 	2.98 	9.65 	11.71 	-6.52 	: 
NI,PCH_PRE,202200,RO	: 	4.22 	8.00 	1.68 	-3.20 	: 
NI,PCH_PRE,202200,SE	: 	3.14 	13.82 	8.52 	-7.30 	: 
NI,PCH_PRE,202200,SI	: 	1.63 	15.99 	13.70 	-13.86 	: 
NI,PCH_PRE,202200,SK	: 	1.13 	12.48 	1.64 	-5.73 	: 
NI,PCH_PRE,202200,UK	: 	3.79 	6.78 	3.76 	-2.95 	: 
NI,PCH_PRE,202300,AT	: 	-1.47 	10.02 	7.04 	-7.70 	: 
NI,PCH_PRE,202300,BE	: 	-0.74 	19.37 	20.83 	-15.80 	: 
NI,PCH_PRE,202300,BG	: 	-0.98 	7.78 	6.14 	-10.40 	: 
NI,PCH_PRE,202300,CY	: 	-0.24 	12.15 	10.96 	-14.49 	: 
NI,PCH_PRE,202300,CZ	: 	-0.19 	6.61 	7.08 	-9.60 	: 
NI,PCH_PRE,202300,DE	: 	-1.09 	10.35 	10.31 	-9.80 	: 
NI,PCH_PRE,202300,DK	: 	4.92 	17.71 	13.61 	-5.21 	: 
NI,PCH_PRE,202300,EE	: 	0.56 	11.41 	14.66 	-4.28 	: 
NI,PCH_PRE,202300,EL	: 	-0.03 	10.52 	16.77 	-8.93 	: 
NI,PCH_PRE,202300,ES	: 	4.72 	15.65 	9.68 	-13.20 	: 
NI,PCH_PRE,202300,EU27_2020	: 	0.28 p	13.07 	9.36 	-9.46 	: 
NI,PCH_PRE,202300,EU28	: 	0.40 p	13.08 	9.85 	-9.26 	: 
NI,PCH_PRE,202300,FI	: 	-0.35 	15.05 	13.07 	-9.56 	: 
NI,PCH_PRE,202300,FR	: 	-1.72 	19.50 	16.43 	-12.17 	: 
NI,PCH_PRE,202300,HR	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,202300,HU	: 	0.82 	10.73 	8.33 	-8.80 	: 
NI,PCH_PRE,202300,IE	: 	-1.04 	9.93 	9.08 	-9.92 	: 
NI,PCH_PRE,202300,IT	: 	2.10 	13.58 	10.03 	-12.30 	: 
NI,PCH_PRE,202300,LT	: 	-3.27 	25.62 	13.33 	-23.17 	: 
NI,PCH_PRE,202300,LU	: 	-2.50 	19.93 	17.01 	-15.46 	: 
NI,PCH_PRE,202300,LV	: 	-0.39 	11.72 	8.11 	-6.33 	: 
NI,PCH_PRE,202300,MT	: 	4.13 	1.74 	0.94 	-7.82 	: 
NI,PCH_PRE,202300,NL	: 	1.73 	10.01 	8.35 	-7.80 	: 
NI,PCH_PRE,202300,PL	: 	2.29 p	8.44 	6.40 	-6.79 	: 
NI,PCH_PRE,202300,PT	: 	1.57 	11.00 	10.62 	-7.49 	: 
NI,PCH_PRE,202300,RO	: 	1.22 	16.67 	-2.46 	-6.63 	: 
NI,PCH_PRE,202300,SE	: 	3.35 	12.00 	8.88 	-2.00 	: 
NI,PCH_PRE,202300,SI	: 	-2.27 	8.49 	9.45 	-8.81 	: 
NI,PCH_PRE,202300,SK	: 	-2.53 	48.74 	16.87 	-20.74 	: 
NI,PCH_PRE,202300,UK	: 	1.69 	13.18 	15.52 	-6.80 	: 
NI,PCH_PRE,202400,BE	: 	-1.50 	9.62 	10.63 	-5.28 	: 
NI,PCH_PRE,202400,BG	: 	1.14 	0.62 	-3.02 	-0.80 	: 
NI,PCH_PRE,202400,CY	: 	-1.30 	2.56 	8.20 	-2.86 	: 
NI,PCH_PRE,202400,CZ	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,202400,DE	: 	3.11 	1.48 	0.50 	0.90 	: 
NI,PCH_PRE,202400,EE	: 	0.83 	2.44 	-1.85 	-0.12 	: 
NI,PCH_PRE,202400,EL	: 	0.08 	0.00 	0.17 	-0.81 	: 
NI,PCH_PRE,202400,ES	: 	-0.70 	1.32 	-1.00 	-0.40 	: 
NI,PCH_PRE,202400,EU27_2020	: 	-0.07 p	5.46 	2.13 	0.08 	: 
NI,PCH_PRE,202400,EU28	: 	-0.07 p	5.46 	2.13 	0.08 	: 
NI,PCH_PRE,202400,FI	: 	1.61 	1.06 	-1.53 	-0.79 	: 
NI,PCH_PRE,202400,FR	: 	-0.98 	-1.19 	-1.12 	-0.14 	: 
NI,PCH_PRE,202400,HR	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,202400,HU	: 	5.67 	3.89 	0.10 	0.10 	: 
NI,PCH_PRE,202400,IE	: 	1.51 	0.39 	3.02 	0.76 	: 
NI,PCH_PRE,202400,IT	: 	0.00 	8.08 	2.77 	1.10 	: 
NI,PCH_PRE,202400,LT	: 	4.85 	11.30 	1.70 	2.79 	: 
NI,PCH_PRE,202400,NL	: 	-13.10 	17.76 	23.48 	-9.70 	: 
NI,PCH_PRE,202400,PL	: 	1.49 p	1.21 	0.92 	-0.43 	: 
NI,PCH_PRE,202400,PT	: 	0.62 	-0.61 	-2.48 	-3.27 	: 
NI,PCH_PRE,202400,RO	: 	4.74 	12.03 	0.33 	-6.85 	: 
NI,PCH_PRE,202400,SI	: 	0.00 	5.53 	1.12 	0.00 	: 
NI,PCH_PRE,202400,SK	: 	1.72 	9.07 	39.65 	-17.70 	: 
NI,PCH_PRE,203000,AT	-8.09 f	8.80 	5.65 	-9.85 	-11.70 	: 
NI,PCH_PRE,203000,BE	-8.53 f	0.35 	4.34 	-2.15 	-12.54 	: 
NI,PCH_PRE,203000,BG	-5.69 f	5.27 	22.84 	-3.43 	-18.40 	: 
NI,PCH_PRE,203000,CY	-12.33 f	-0.07 	-3.53 	2.75 	3.09 	: 
NI,PCH_PRE,203000,CZ	-5.58 f	7.25 	0.90 	-9.00 	-14.40 	: 
NI,PCH_PRE,203000,DE	-0.90 f	5.93 	2.83 	-1.61 	-6.70 	: 
NI,PCH_PRE,203000,DK	-6.10 f	-2.51 	4.28 	0.16 	-10.65 	: 
NI,PCH_PRE,203000,EE	0.02 f	3.97 	-2.07 	-7.77 	-8.01 	: 
NI,PCH_PRE,203000,EL	-0.57 f	0.97 	0.33 	-2.64 	-0.36 	: 
NI,PCH_PRE,203000,ES	-6.14 f	6.37 	3.88 	-4.58 	-8.20 	: 
NI,PCH_PRE,203000,EU27_2020	-5.23 f	5.30 p	0.59 	0.10 	-9.13 	: 
NI,PCH_PRE,203000,EU28	: 	5.05 p	1.73 	0.85 	-9.94 	: 
NI,PCH_PRE,203000,FI	-8.16 f	2.12 	2.12 	1.58 	-13.77 	: 
NI,PCH_PRE,203000,FR	-6.19 f	4.09 	4.75 	-3.00 	-11.10 	: 
NI,PCH_PRE,203000,HR	-12.04 f	: c	: c	: c	: c	: 
NI,PCH_PRE,203000,HU	-7.68 f	7.94 	3.69 	-6.76 	-12.70 	: 
NI,PCH_PRE,203000,IE	-10.47 f	5.20 	6.00 	-5.48 	-13.81 	: 
NI,PCH_PRE,203000,IT	-1.80 f	1.18 	1.52 	-2.02 	-6.00 	: 
NI,PCH_PRE,203000,LT	-3.80 f	5.31 	1.09 	0.90 	-20.21 	: 
NI,PCH_PRE,203000,LU	-13.24 f	8.15 	3.98 	0.91 	-23.03 	: 
NI,PCH_PRE,203000,LV	-2.15 f	4.06 	3.76 	-5.04 	-6.21 	: 
NI,PCH_PRE,203000,MT	1.15 f	0.98 	0.46 	0.09 	-7.59 	: 
NI,PCH_PRE,203000,NL	-10.41 f	4.94 	5.06 	-2.99 	-16.50 	: 
NI,PCH_PRE,203000,PL	-2.51 f	6.84 p	0.48 	-1.77 	-4.11 	: 
NI,PCH_PRE,203000,PT	-5.20 f	2.21 	3.97 	4.58 	0.72 	: 
NI,PCH_PRE,203000,RO	-11.15 f	15.64 	-33.62 	57.71 	-5.59 	: 
NI,PCH_PRE,203000,SE	-12.31 f	5.01 	9.73 	2.58 	-14.80 	: 
NI,PCH_PRE,203000,SI	-7.33 f	5.99 	6.22 	-11.21 	-11.33 	: 
NI,PCH_PRE,203000,SK	-8.19 f	9.64 	-0.54 	-10.68 	-10.98 	: 
NI,PCH_PRE,203000,UK	-11.98 f	2.92 	12.46 	8.53 	-17.42 	: 
NI,PCH_PRE,203100,AT	: 	9.01 	6.35 	-10.02 	-14.20 	: 
NI,PCH_PRE,203100,BE	: 	-1.33 	5.91 	0.38 	-18.19 	: 
NI,PCH_PRE,203100,BG	: 	5.26 	22.97 	-3.19 	-18.60 	: 
NI,PCH_PRE,203100,CY	: 	3.49 	-9.90 	-14.10 	3.53 	: 
NI,PCH_PRE,203100,CZ	: 	8.68 	0.65 	-9.34 	-15.40 	: 
NI,PCH_PRE,203100,DE	: 	5.93 	2.83 	-1.61 	-6.70 	: 
NI,PCH_PRE,203100,DK	: 	-5.38 	3.58 	0.82 	-11.17 	: 
NI,PCH_PRE,203100,EE	: 	2.78 	0.69 	-0.14 	-16.16 	: 
NI,PCH_PRE,203100,EL	: 	0.33 	-1.03 	-4.71 	-1.74 	: 
NI,PCH_PRE,203100,ES	: 	4.69 	2.10 	-4.14 	-10.70 	: 
NI,PCH_PRE,203100,EU27_2020	: 	6.13 p	-0.51 	1.83 	-11.10 	: 
NI,PCH_PRE,203100,EU28	: 	5.77 p	0.82 	2.67 	-12.11 	: 
NI,PCH_PRE,203100,FI	: 	4.49 	4.73 	6.59 	-17.09 	: 
NI,PCH_PRE,203100,FR	: 	4.61 	5.69 	-1.81 	-15.82 	: 
NI,PCH_PRE,203100,HR	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,203100,HU	: 	8.88 	2.88 	-6.11 	-14.90 	: 
NI,PCH_PRE,203100,IE	: 	5.40 	7.90 	-5.26 	-17.74 	: 
NI,PCH_PRE,203100,IT	: 	3.29 	1.56 	-0.22 	-9.90 	: 
NI,PCH_PRE,203100,LT	: 	4.44 	0.61 	1.64 	-21.54 	: 
NI,PCH_PRE,203100,LU	: 	8.78 	3.59 	1.72 	-24.22 	: 
NI,PCH_PRE,203100,LV	: 	4.06 	3.76 	-5.04 	-6.21 	: 
NI,PCH_PRE,203100,MT	: 	-0.50 	0.00 	-0.90 	-8.38 	: 
NI,PCH_PRE,203100,NL	: 	5.88 	6.66 	-1.51 	-20.70 	: 
NI,PCH_PRE,203100,PL	: 	8.34 p	0.63 	-1.59 	-5.90 	: 
NI,PCH_PRE,203100,PT	: 	0.69 	4.09 	4.82 	1.29 	: 
NI,PCH_PRE,203100,RO	: 	18.30 	-39.97 	68.31 	-4.39 	: 
NI,PCH_PRE,203100,SE	: 	5.07 	9.11 	3.46 	-16.20 	: 
NI,PCH_PRE,203100,SI	: 	6.18 	8.10 	-12.03 	-16.45 	: 
NI,PCH_PRE,203100,SK	: 	10.14 	-0.65 	-11.31 	-11.90 	: 
NI,PCH_PRE,203100,UK	: 	2.65 	14.16 	12.01 	-21.87 	: 
NI,PCH_PRE,203110,AT	: 	10.17 	7.47 	-10.71 	-16.00 	: 
NI,PCH_PRE,203110,BE	: 	-1.33 	7.34 	3.40 	-22.09 	: 
NI,PCH_PRE,203110,BG	: 	4.42 	28.21 	-1.98 	-19.00 	: 
NI,PCH_PRE,203110,CY	: 	3.60 	-9.94 	-14.03 	2.53 	: 
