sizehatch,typ_rear,incubat,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 
20001-50000,SHEN,INC,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	0.00 	0 n	: 	: 	0 	20 	45 	46 	47 	100 	179 	213 	408 	366 	496 	357 	176 	147 	326 	214 	210 	324 	333 	848 	878 	866 	1581 	2576 	3243 	3215 	4423 	4682 
20001-50000,SHEN,INC,BG	: c	: c	: c	: c	: c	: c	: c	0.00 	: c	: c	0.00 	1556.00 	108.00 	: c	188.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,CY	: c	: 	: c	9376.01 	9386.38 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: c	608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,DE	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1577.00 	1650.3 	2587.5 	: 	: 	: 	: 	: c	2880.5 	2811 	3340.8 	3243.7 	3696.7 	: b	3324.5 	3639.2 	3780.8 	4447.6 	3880.4 	3674.1 	6290.1 	5824 	4741.4 	5944.4 	6551 	7184.1 	7966.7 	7908.8 	9350.9 	10284.4 	12391 	13364 
20001-50000,SHEN,INC,DK	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68 	74 	143 	177 	166 	165 	74 	311 	392 	426 	522 	615 	659 	855 	914 	1175 	1195 	1310 	2019 	1259 	1602 	2368 	2819 
20001-50000,SHEN,INC,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,EL	269.00 	248.00 	: c	: c	: c	: c	: 	: 	0.00 	0.00 p	: c	: 	: 	: 	: 	: 	765.00 	299 	0 	0 	: 	0 	0 	0 	0 	33 	227 	71 	114 	195 	71 	163 	158 	676 	1955 	1846 	774 	761 	809 	1297 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,ES	0.00 p	0.00 p	0.00 p	0.00 p	111.50 	0.00 p	111.78 p	136.10 p	161.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 	0.00 	407.90 	0.00 	418.4 	16581.9 	0 	0 	1948 	1022 	16436 	11713 	945 	620 	1120 	480 	480 	2383 	976 	896 	1558 e	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,FI	0.00 	0.00 	0.00 	0.00 	185.00 	123.00 	88.00 	128.00 	181.00 	282.00 	373.00 	345.00 	361.00 	415.00 	427.00 	383.00 	417.00 	830 	2017 	2210 	2319 	1820 	2103 	1029 	270 	395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,FR	: 	1176.78 p	0.00 p	1272.00 p	1285.47 p	565.97 p	565.49 p	: c	: c	: c	: c	: 	: 	: c	553.10 	0.00 	: 	: 	567.8 	641 	630 	: 	1106 	1158 	1106 	1293 	1690.1 	1801.9 	2650.5 	3865.2 	3805.5 	5450 	5210 	5573 	5787 	5900 	6989 	16838 	12737 	13343 	14995 	16347 	19028 	20760 	19718 	21708 	24965 	28529 
20001-50000,SHEN,INC,HR	1539.00 	1497.00 	1423.00 	2239.00 	2465.00 	1643.00 	1722.00 	2228.00 	3035.00 	: 	: 	4136.00 	4217.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,HU	574.50 	461.52 	492.76 	481.54 	1091.28 	1076.27 	976.06 	: c	626.40 	736.50 	972.00 	: 	: 	1756.70 	1632.00 	1280.90 	1390.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	675.2 	672.8 	586.1 	546.5 	163.9 	220 	216.8 	0 	75.8 	595.7 	1618.3 	82.9 	647.7 	159.6 	123.5 	99.8 	34.9 	55.1 	152.6 	231 	237 	638 	650 
20001-50000,SHEN,INC,IS	871.00 	896.00 	900.00 e	900.00 	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,IT	385.00 	0.00 	706.00 	577.00 	33962.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.00 	665 	195 	138 	390 	: 	323 	503 	180 	236 	414 	267 	554 	695 	784 	882 	3961 	3710 	7730 	7815.7 	1485 	2600 	5971.5 	4368.9 	3807.7 	4412.2 	3594.4 	5976 	7891.4 	7902.6 	9508.4 	18170.3 
20001-50000,SHEN,INC,LT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20001-50000,SHEN,INC,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,NL	1173.00 	513.00 	859.00 	500.00 	553.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	57 	119 	113 	119 	263 	272 	190 	355 	277 	419 	372 	461 	1158 	1014 	1204 	1105 	1037 	1291 	1814 	2070 	3334 	4966 	5927 
20001-50000,SHEN,INC,PL	736.43 	868.28 	1951.44 	1874.45 	4538.79 	4412.93 	4595.94 	4326.25 	4059.10 	4159.50 	2865.70 	18594.40 	1294.10 	3320509.00 	9169409.00 	9984032.00 	10551288.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: c	0 	: 	: 	: 	: 	466.2 	437.4 	408.2 	358.8 	475.5 	535.9 	414.5 	163.6 	507.1 	618.9 	2027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,RO	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	45.20 	0.00 	0.00 	: 	280.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,SE	: 	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: 	: c	: 	: 	: 	: 	: 	0.00 	20.00 	0 n	0 	0 	0 	0 	0 	0 	0 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,SI	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	1884.00 	21287.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,SK	0.00 	0.00 	0.00 	: 	0.00 	: c	0.00 	: c	: c	: c	: c	: c	: 	: c	944.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,TR	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,INC,UK	: 	333.00 	290.00 	: 	0.00 	0.00 	: 	0.00 	0.00 	: c	: c	: c	: c	: 	488.50 	0.00 	0.00 	0 n	0 	0 	0 	466.4 	0 	0 	0 	13.6 	0 	0 	0 	0 	7147 	5936 e	800 	4721 	610 	502 	2430 e	475 	671 	739 	1016 	1304 	1282 	1468 	1650 	1071 	1859 	: 
20001-50000,SHEN,LAY,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	70.79 	: c	: c	111.81 	139.87 	135.13 	140 	194 	233 	274.2 	243.8 	224.1 	320.5 	504.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,BA	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	20.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	0.00 	0 n	: 	: 	0 	10 	21 	22 	23 	20 	56 	53 	52 	60 	88 	140 	82 	88 	205 	133 	170 	225 	254 	303 	212 	227 	279 	688 	997 	966 	851 	1529 
20001-50000,SHEN,LAY,BG	: c	0.00 	: c	: c	0.00 	: c	0.00 	0.00 	0.00 	: c	0.00 	272.00 	35.00 	0.00 	31.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,CY	0.00 	: 	0.00 	375.15 	483.30 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: c	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,DE	: 	: c	: 	: 	: 	: c	: c	: c	195.70 	150.50 	186.20 	296.40 	282.80 	393.80 	382.00 	1359.30 	1382.00 	1483.2 	2304.8 	2080.5 	2499.2 	1731.2 	2035.3 	2329.5 	2196.6 	2027.2 	2454.8 	2294.5 	2564.6 	: b	2864 	3258.5 	3338.8 	3948.8 	3195.2 	3017.2 	3767.7 	3499 	4216.2 	5009 	5723.5 	6547.1 	7393.5 	7202 	8504.8 	9267.1 	10963 	11696 
20001-50000,SHEN,LAY,DK	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68 	74 	66 	100 	133 	136 	45 	305 	365 	391 	492 	561 	605 	802 	865 	1084 	1123 	1218 	1931 	1188 	1494 	2190 	2654 
20001-50000,SHEN,LAY,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,EL	0.00 	0.00 	: c	: c	: c	: c	: 	: c	0.00 	0.00 p	: c	: 	: c	: c	: 	: 	0.00 	67 	0 	0 	: 	0 	0 	0 	0 	33 	135 	40 	28 	106 	71 	163 	68 	96 	0 	60 	0 	91 	182 	402 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,ES	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	480 	0 	0 	0 	0 	841 	0 	26 	110 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3707.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,FI	0.00 	0.00 	0.00 	0.00 	185.00 	123.00 	88.00 	128.00 	181.00 	282.00 	373.00 	345.00 	361.00 	415.00 	427.00 	383.00 	417.00 	447 	452 	760 	830 	751 	881 	1029 	270 	395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,FR	: 	123.09 p	0.00 p	142.61 p	143.16 p	0.00 p	0.00 p	: c	0.00 	: c	: c	: 	: 	: c	29.00 	0.00 	: 	: 	0 	0 	0 	: 	22 	54 	33 	33 	120.9 	128.6 	202.4 	221.5 	187.8 	370 	415 	491 	501 	529 	695 	1379 	1451 	1525 	1750 	1903 	2836 	2083 	1810 	2049 	1890 	2027 
20001-50000,SHEN,LAY,HR	318.00 	350.00 	351.00 	236.00 	166.00 	131.00 	136.00 	41.00 	50.00 	: 	: 	209.00 	223.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,HU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	: 	: 	41.20 	124.00 	55.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,IE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	18.1 	21 	0 	0 	149.7 	641.1 	73.4 	66.7 	55.3 	34.3 	32.7 	13.9 	17 	70 	73 	121 	187 	32 
20001-50000,SHEN,LAY,IS	403.00 	424.00 	400.00 e	404.00 	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,IT	: 	: 	: 	0.00 	0.00 	: 	: 	: 	307.00 	: 	: 	: 	: 	: 	: 	: 	0.00 	0 n	0 	0 	0 	: 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	69 	1129 	888.1 	4 	21 	1204.2 	121.3 	91.4 	742.1 	419 	431.5 	456.9 	250.6 	493.8 	623.7 
20001-50000,SHEN,LAY,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20001-50000,SHEN,LAY,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,NL	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	57 	119 	113 	119 	65 	62 	58 	66 	161 	385 	326 	427 	735 	574 	766 	772 	734 	1075 	1309 	1647 	1566 	3513 	3513 
20001-50000,SHEN,LAY,PL	0.00 	47.10 	80.67 	63.25 	404.95 	239.61 	429.39 	48.77 	397.80 	349.50 	118.20 	2930.20 	223.50 	551770.00 	373527.00 	552631.00 	339739.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: c	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7.1 	80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,RO	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	45.20 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,SE	: 	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: 	: c	: 	: 	: 	: 	: 	0.00 	20.00 	0 n	0 	0 	0 	0 	0 	0 	0 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,SI	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	251.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,SK	0.00 	0.00 	0.00 	: 	0.00 	: c	0.00 	: c	: c	: c	: c	: c	: c	: c	570.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,TR	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,LAY,UK	: 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: c	0.00 	: 	488.50 	0.00 	0.00 	0 n	0 	0 	0 	466.4 	0 	0 	0 	0 	0 	0 	0 	0 	180 	154 	239 	235 	243 	211 	281 e	272 	457 	513 	626 	872 	757 	965 	1101 	681 	1375 	: 
20001-50000,SHEN,MIX,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.00 	: c	: c	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,MIX,BA	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,MIX,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	0.00 	0 n	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20001-50000,SHEN,MIX,BG	: c	: c	: c	0.00 	: c	: c	: c	0.00 	: c	114.00 	0.00 	452.00 	30.00 	0.00 	87.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,MIX,CY	0.00 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,MIX,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,MIX,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20001-50000,SHEN,MIX,DK	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20001-50000,SHEN,MIX,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
20001-50000,SHEN,MIX,EL	269.00 	248.00 	: c	: c	: c	: c	: 	: c	0.00 	0.00 p	: c	: c	: c	: c	: c	: c	765.00 	232 	0 	0 	: 	0 	0 	0 	0 	0 	92 	31 	86 	54 	0 	0 	90 	580 	1019 	1217 	646 	299 	627 	895 	: 	: 	: 	: 	: 	: 	: 	: 
