currency,prod_veg,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
EUR,01320000,PT	20.00 	19.74 	18.09 	19.00 	20.00 	19.55 	20.36 	21.69 	19.91 	13.96 	14.44 	23.01 	17.89 	13.06 	13.51 	15.14 	13.95 	14.08 	15.46 	12.47 
EUR,01320000,RO	16.86 	16.76 	13.79 	11.80 	13.72 	: 	16.07 	17.94 	19.82 	10.45 	11.56 	19.03 	18.60 	11.06 	10.49 	13.37 	: 	: 	: 	: 
EUR,01320000,SE	13.96 	20.01 	15.34 	14.65 	15.37 	15.51 	16.76 	19.99 	19.27 	15.73 	9.04 	19.24 	24.19 	12.57 	10.24 	: 	: 	: 	: 	: 
EUR,01320000,SK	17.91 	17.45 	16.52 	14.94 	16.05 	17.86 	20.17 	21.68 	20.94 	15.28 	15.26 	20.31 	18.15 	11.07 	10.23 	11.49 	11.79 	11.78 	11.32 	10.09 
EUR,01320000,UK	16.94 	19.55 	16.31 	14.51 	16.37 	16.64 	18.63 	23.25 	19.92 	13.83 	12.30 	18.59 	23.41 	12.51 	11.38 	12.20 	11.36 	10.85 	12.62 	12.73 
EUR,01400000,AT	11.35 p	14.03 	12.85 	10.39 	11.35 	11.11 	14.1 	16.71 	15.16 	13.13 	7.79 p	11.86 	14.40 	8.62 	6.97 	7.74 	8.77 	9.03 	10.02 	9.54 
EUR,01400000,BE	6.60 	7.67 	6.16 	5.60 	6.66 	7.14 	12.49 	23 	22.62 	21.77 	15.64 	13.54 	9.53 	8.88 	8.27 	8.79 	8.08 	10.17 	12.64 	12.67 
EUR,01400000,BG	16.42 	14.50 	15.89 	17.54 	18.47 	17.27 	17.03 	18.42 	16.46 	12.05 	12.90 	13.88 	10.00 	8.21 	8.22 	9.53 	9.21 	7.60 	9.34 	8.00 
EUR,01400000,CY	26.86 	31.72 	30.45 	36.50 	29.70 	38.80 	43.10 	43.30 	44.60 	27.20 	52.6 	52.3 	35.88 	35.88 	35.88 	: 	: 	: 	: 	: 
EUR,01400000,CZ	27.62 	22.22 	19.11 	20.31 	23.64 	24.04 	25.64 	24.49 	24.11 	15.10 	15.01 	23.36 	19.16 	11.60 	11.08 	12.51 	15.04 	14.90 	13.57 	10.63 
EUR,01400000,DE	16.33 	15.48 	14.29 	14.15 	14.33 	15.20 	18.64 	20.64 	19.55 	12.98 	11.14 	18.09 	17.66 	11.15 	8.98 	9.94 	10.10 	10.67 	11.82 	11.91 
EUR,01400000,DK	15.60 	16.30 	13.20 	12.80 	14.27 	13.52 	15.59 	19.96 	17.45 	12.49 	10.07 	16.77 	18.44 	11.22 	10.04 	10.01 	10.20 	10.59 	11.21 	12.40 
EUR,01400000,EE	: 	13.86 	10.68 	10.54 	11.80 	11.02 	11.08 	16.81 	14.74 	10.50 	6.95 	11.04 	14.02 	8.65 	8.24 	8.94 	7.76 	8.63 	8.19 	7.98 
EUR,01400000,EL	16.91 	17.03 	15.70 	16.95 	16.83 	16.44 	18.27 	18.4 	18.05 	18.26 	21.91 	23.65 	22.57 	20.36 	18.84 	18.06 	17.43 	16.47 	18.15 	17.40 
EUR,01400000,ES	16.98 	14.51 	14.92 	15.77 	18.21 	16.09 	16.73 	21.71 	18.15 	13.97 	12.69 	17.11 	15.82 	12.80 	14.15 	12.50 	12.30 	12.62 	12.47 	11.84 
EUR,01400000,FI	17.28 	17.82 	13.66 	13.05 	13.49 	12.5 	16.93 	18.62 	16.61 	11.57 	8.64 	13.78 	14.97 	10.73 	8.71 	8.73 	9.22 	10.44 	11.14 	11.84 
EUR,01400000,FR	: 	: 	: 	35.00 	29.50 	26 	33.78 	46.12 	20.60 	10.91 	7.52 	13.71 	16.99 	10.49 	8.49 	7.95 	8.35 	8.58 	12.15 	10.47 
EUR,01400000,HR	12.72 	12.22 	11.63 	12.46 	14.00 	14.4 	14.26 	16.18 	17.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01400000,HU	16.14 	15.31 	12.87 	12.93 	13.79 	16.65 	16.06 	19.22 	16.67 	12.43 	9.61 	13.46 	16.62 	8.34 	7.31 	9.35 	10.05 	8.80 	10.97 	11.54 
EUR,01400000,IE	14.08 	20.31 	13.27 	12.73 	12.98 	: c	: c	21.23 	16.27 	: 	11.28 	13.06 	18.87 	12.83 	10.56 	9.95 	10.66 	9.68 	9.58 	9.63 
EUR,01400000,IT	22.74 	23.07 	17.64 	18.98 	22.43 	19.58 	18.81 	23.83 	23.95 	17.91 	18.36 	22.23 	18.07 	15.89 	17.40 	19.04 	18.28 	19.04 	19.64 	18.87 
EUR,01400000,LT	12.76 	14.37 	11.55 	12.21 	12.11 	10.01 	11.78 	16.07 	15.90 	8.88 	5.91 	11.58 	14.90 	8.63 	6.73 	8.02 	9.10 	8.68 	7.96 	6.52 
EUR,01400000,LU	13.45 	14.13 	12.58 	13.18 	11.73 	10.21 	12.78 	18 	15.25 	9.5 	6.67 	10.00 	14.00 	8.75 	7.50 	7.50 	7.55 	7.48 	9.05 	10.16 
EUR,01400000,LV	15.03 	15.13 	13.80 	12.30 	11.54 	10.48 	11.93 	16.91 	13.35 	10.02 	6.87 	9.86 	14.16 	8.5 	7.37 	8.06 	8.04 	8.88 	8.78 	9.26 
EUR,01400000,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.15 	19.15 	12.55 	10.25 	10.20 	11.05 	10.10 	11.25 	11.55 
EUR,01400000,PL	14.35 p	13.67 	12.27 	11.87 	11.73 	12.24 	12.71 	15.74 	15.79 	8.71 	7.43 	14.33 	13.96 	8.95 	7.25 	8.30 	9.18 	8.40 	10.21 	9.70 
EUR,01400000,PT	18.00 	15.65 	15.00 	16.50 	18.09 	17.20 	19.98 	21.82 	19.09 	14.45 	14.22 	16.61 	15.34 	10.22 	17.48 	15.00 	17.87 	11.00 	13.08 	10.18 
EUR,01400000,RO	21.07 	18.69 	19.48 	19.82 	20.47 	21.60 	25.35 	27.13 	26.66 	18.99 	16.51 	27.74 	22.80 	12.76 	12.98 	: 	8.89 	6.63 	8.78 	9.25 
EUR,01400000,SE	11.66 	17.59 	10.80 	11.61 	11.70 	12.73 	14.45 	16.66 	15.28 	11.43 	7.25 	11.86 	15.90 	11.00 	8.89 	8.33 	8.42 	10.23 	10.77 	10.42 
EUR,01400000,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.61 	12.78 	12.13 	12.31 	16.15 	15.67 	15.41 	13.81 
EUR,01400000,SK	18.20 	17.78 	16.27 	18.42 	17.24 	17.49 	18.42 	17.6 	16.98 	12.37 	12.25 	14.46 	14.89 	9.70 	8.47 	9.27 	9.16 	9.88 	9.45 	8.10 
EUR,01400000,UK	17.75 	16.36 	14.79 	13.86 	14.84 	13.6 	16.79 	23.38 	19.89 	11.75 	10.33 	12.95 	15.72 	11.21 	9.77 	9.15 	8.44 	9.54 	10.85 	10.98 
EUR,01500000,AT	11.93 p	14.01 	14.02 	12.65 	14.58 	11.12 	15.06 	22.1 	14.88 	17.89 	9.63 p	9.53 	20.98 	12.43 	8.91 	8.90 	13.08 	10.00 	10.38 	11.04 
EUR,01500000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01500000,BG	14.04 	14.31 	14.58 	14.24 	13.99 	14.21 	15.59 	18.15 	17.36 	14.16 	10.68 	16.13 	14.32 	8.52 	7.45 	11.93 	10.65 	10.00 	11.82 	9.76 
EUR,01500000,CZ	15.97 	15.67 	14.36 	14.43 	13.86 	15.43 	19.48 	18.77 	19.14 	12.98 	10.59 	18.58 	15.07 	10.21 	9.26 	11.82 	9.07 	10.54 	11.41 	9.88 
EUR,01500000,DE	16.52 	16.50 	15.66 	15.18 	15.70 	16.60 	19.51 	21.05 	21.04 	15.69 	12.07 	17.90 	17.73 	12.34 	10.48 	13.36 	12.13 	11.65 	11.58 	12.14 
EUR,01500000,EL	21.18 	21.31 	20.55 	21.51 	21.03 	20.13 	19.87 	24.15 	21.45 	20.76 	15.09 	18.09 	25.36 	15.86 	13.56 	13.82 	14.61 	14.24 	13.97 	13.74 
EUR,01500000,ES	17.71 	17.64 	17.18 	16.88 	17.29 	16.87 	19.89 	23.30 	21.69 	18.28 	14.42 	18.20 	20.45 	15.19 	13.50 	14.67 	14.79 	13.70 	13.64 	14.33 
EUR,01500000,FR	: 	: 	: 	20.10 	20.10 	20.5 	26.27 	29.2 	21.04 	15.92 	10.90 	11.88 	18.73 	13.13 	10.32 	9.35 	13.20 	9.94 	10.58 	10.41 
EUR,01500000,HR	12.13 	12.89 	13.94 	13.57 	12.75 	11.94 	15.4 	22 	17.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01500000,HU	13.47 	14.46 	14.12 	13.38 	13.71 	13.44 	16.43 	19.6 	17.53 	13.65 	10.41 	11.91 	18.20 	9.91 	8.73 	9.33 	11.83 	8.53 	7.08 	9.58 
EUR,01500000,IT	18.17 	18.98 	18.94 	18.48 	16.26 	18.61 	22.56 	22.5 	22.77 	16.79 	13.13 	18.69 	18.17 	13.74 	12.35 	15.55 	14.34 	13.59 	12.99 	13.44 
EUR,01500000,LT	13.92 	15.45 	14.15 	12.32 	14.35 	14.61 	16.68 	20.47 	18.08 	18.06 	11.66 	15.01 	21.85 	14.92 	12.78 	14.35 	11.96 	11.94 	11.51 	: 
EUR,01500000,LU	16.50 	15.50 	16.00 	17.75 	15.45 	12.8 	20 	22 	18.24 	16.22 	13.2 	10.00 	21.00 	9.40 	8.50 	8.50 	12.00 	9.88 	10.91 	11.90 
EUR,01500000,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.30 	14.50 	19.50 	: 	: 	: 	: 	: 	: 	: 
EUR,01500000,PL	13.92 p	14.53 	12.80 	12.18 	13.56 	13.02 	15.99 	17.49 	16.52 	14.82 	10.33 	15.03 	17.42 	11.49 	8.73 	9.76 	10.61 	9.46 	10.56 	10.75 
EUR,01500000,PT	16.84 	17.32 	16.65 	16.74 	17.21 	16.78 	16.65 	23.81 	20.72 	20.44 	13.89 	15.38 	21.84 	16.29 	14.21 	12.76 	16.02 	13.89 	13.57 	14.15 
EUR,01500000,RO	15.17 	15.26 	14.88 	16.48 	17.10 	17.10 	22.63 	23.32 	23.59 	16.86 	15.80 	26.38 	23.10 	10.78 	10.22 	16.22 	17.33 	12.17 	17.71 	16.06 
EUR,01500000,SI	12.37 	14.69 	14.13 	13.06 	13.18 	12.53 	16.92 	19.98 	17.03 	15.51 	9.88 	11.43 	19.91 	10.92 	9.18 	12.31 	12.02 	10.12 	11.18 	12.18 
EUR,01500000,SK	13.71 	14.39 	13.50 	12.83 	13.96 	12.87 	17.27 	19.97 	16.71 	14.89 	9.77 	11.16 	17.14 	10.10 	8.29 	9.07 	9.28 	8.69 	9.12 	8.47 
EUR,01600000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01600000,BG	30.30 	26.44 	24.03 	30.91 	33.57 	36.69 	28.22 	25.26 	24.98 	26.51 	30.65 	27.11 	20.07 	18.61 	17.21 	17.60 	19.14 	18.33 	24.85 	21.93 
EUR,01600000,EL	24.53 	23.03 	21.98 	22.60 	22.93 	22.84 	23.91 	22.41 	22.68 	21.39 	21.35 	20.03 	17.48 	16.24 	15.33 	21.85 	24.74 	25.75 	24.00 	22.64 
EUR,01600000,ES	30.51 	29.19 	29.01 	30.08 	27.68 	27.46 	27.51 	27.66 	27.61 	25.73 	30.13 	37.02 	27.14 	21.82 	19.14 	20.79 	27.48 	27.51 	27.90 	27.44 
EUR,01600000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.59 	29.48 	25.47 	20.69 	16.23 	12.99 	20.56 	23.79 	25.80 	26.45 
EUR,01600000,HU	24.51 	: c	: c	: c	: c	: c	21.49 	23.34 	22.31 	19.79 	: 	30.50 	24.95 	18.75 	22.57 	17.24 	21.34 	21.76 	31.00 	29.11 
EUR,01600000,IT	42.29 	34.20 	34.57 	45.67 	56.46 	54.05 	39.99 	36.98 	45.75 	39.48 	44.77 	47.58 	33.49 	35.97 	24.29 	32.42 	33.59 	34.76 	37.75 	38.04 
EUR,01600000,PT	33.30 	31.22 	27.65 	27.40 	30.13 	29.60 	27.08 	29.67 	29.45 	27.18 	22.54 	38.37 	28.07 	23.02 	20.13 	16.40 	29.10 	29.17 	31.27 	29.90 
EUR,01910000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01910000,BG	14.96 	17.76 	15.92 	13.91 	15.46 	15.32 	15.3 	19.69 	18.43 	17.60 	14.42 	14.17 	12.68 	8.28 	9.65 	14.27 	8.05 	7.50 	7.16 	7.33 
EUR,01910000,ES	17.25 	17.28 	16.09 	15.99 	16.84 	16.30 	19.2 	22.95 	20.00 	18.80 	13.67 	16.52 	19.81 	14.97 	13.42 	13.88 	14.72 	12.82 	14.17 	14.11 
EUR,01910000,FR	: 	: 	: 	21.00 	21.50 	22.9 	30.39 	29.06 	20.37 	14.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01910000,HU	12.59 	13.67 	12.69 	12.63 	12.63 	14.25 	21.29 	19.51 	17.97 	13.39 	11.52 	16.27 	14.69 	10.48 	13.26 	17.62 	15.31 	12.54 	10.05 	7.18 
EUR,01910000,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.39 	10.38 	7.99 	: 
EUR,01920000,AT	12.67 p	13.57 	12.38 	10.31 	11.86 	11.9 	13.17 	18.76 	14.25 	13.14 	7.00 p	10.79 	14.73 	8.62 	6.72 	7.55 	8.75 	8.68 	9.42 	9.87 
EUR,01920000,BE	8.31 e	8.80 e	5.34 e	5.74 e	7.25 	8.54 	9.53 	11.51 	12.04 	11.23 	6.72 	9.87 	12.43 	8.99 	8.54 	9.02 	: 	: 	: 	: 
EUR,01920000,BG	14.98 	13.85 	14.07 	14.18 	15.31 	14.58 	17.06 	18.06 	14.10 	11.62 	14.23 	14.05 	10.32 	8.12 	7.56 	8.72 	8.20 	8.59 	9.12 	9.44 
EUR,01920000,CY	28.18 	22.30 	26.16 	19.10 	19.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01920000,CZ	15.58 	14.11 	12.57 	12.50 	12.90 	14.05 	17.71 	17.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01920000,DE	15.46 	15.98 	14.08 	12.84 	14.35 	15.12 	18.28 	20.54 	19.16 	13.17 	10.12 	17.02 	16.60 	10.53 	8.52 	10.97 	9.96 	9.31 	10.37 	11.06 
EUR,01920000,DK	15.50 	16.80 	13.90 	13.00 	14.46 	14.80 	18.14 	21.02 	17.85 	13.16 	11.01 	18.11 	16.72 	10.68 	9.67 	11.38 	10.37 	10.01 	11.46 	11.53 
EUR,01920000,ES	: 	17.20 	16.66 	15.95 	17.64 	18.05 	19.83 	: 	20.62 	17.48 	15.45 	18.48 	18.38 	13.96 	14.44 	13.56 	13.46 	12.98 	14.00 	12.96 
EUR,01920000,FR	: 	: 	: 	19.20 	20.80 	21.5 	27.34 	29.59 	18.93 	13.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01920000,HR	12.91 	13.08 	12.84 	12.22 	13.78 	13.9 	12.92 	15.37 	16.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,01920000,HU	13.66 	13.16 	12.13 	11.06 	13.07 	13.14 	13.77 	18.35 	15.79 	10.60 	8.72 	11.94 	14.82 	8.39 	11.75 	9.60 	9.85 	7.89 	7.28 	10.04 
EUR,01920000,LT	13.51 	15.00 	12.32 	11.19 	12.43 	12.58 	14.58 	18.76 	16.12 	13.64 	7.78 	12.16 	15.35 	9.18 	7.47 	8.80 	8.99 	9.25 	8.37 	9.53 
EUR,01920000,LU	13.82 	14.96 	12.98 	11.47 	13.78 	12.08 	13.93 	20.5 	16.5 	12.75 	7.17 	11.00 	15.00 	10.00 	8.00 	8.00 	9.05 	7.48 	9.54 	9.05 
EUR,01920000,LV	12.94 	14.06 	11.12 	10.72 	12.21 	12.32 	15.14 	19.19 	16.24 	13.09 	8.37 	11.83 	14.58 	9.06 	8.26 	9.00 	8.13 	8.30 	8.53 	9.80 
EUR,01920000,NL	15.05 	18.30 	14.05 	13.70 	14.30 	13.85 	17.05 	22.5 	18.30 	16.85 	9.55 	13.35 	18.75 	11.00 	8.95 	9.75 	10.55 	9.55 	: 	: 
EUR,01920000,PL	15.09 p	15.50 	13.78 	13.16 	13.50 	14.17 	15.61 	19.27 	17.70 	11.79 	8.64 	15.06 	16.15 	9.47 	7.67 	9.16 	9.92 	9.59 	10.97 	11.50 
EUR,01920000,PT	19.43 	17.00 	17.00 	16.70 	17.84 	17.91 	19.89 	21.76 	19.48 	14.38 	13.98 	17.72 	16.39 	11.75 	12.52 	13.00 	11.24 	11.00 	12.64 	10.53 
EUR,01920000,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.91 	10.20 	9.42 	: 
EUR,01920000,SE	12.65 	17.34 	12.34 	11.89 	12.49 	13.92 	17.22 	19.99 	17.5 	14.68 	8.57 	12.38 	17.49 	9.96 	8.90 	: 	: 	: 	: 	: 
EUR,01920000,SI	15.22 	13.92 	12.86 	13.16 	13.95 	15.39 	16.22 	18.32 	22.11 	14.43 	9.53 	18.29 	17.02 	11.80 	11.84 	10.82 	12.77 	18.51 	11.91 	: 
EUR,01920000,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.02 	13.80 	8.78 	7.18 	8.40 	8.75 	8.15 	8.48 	8.12 
EUR,02110000,AT	33.57 p	32.19 	33.25 	34.11 	33.48 	29.01 	34.15 	46.11 	41.55 	34.94 	20.86 p	34.49 	33.24 	22.21 	17.73 	19.07 	20.52 	19.13 	19.19 	14.57 
EUR,02110000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.73 	19.62 	16.37 
EUR,02110000,BG	34.41 	33.80 	33.07 	33.64 	34.28 	32.08 	35.48 	46.08 	41.19 	27.95 	27.40 	31.93 	20.33 	17.15 	16.86 	16.68 	15.54 	13.72 	12.30 	11.96 
EUR,02110000,CZ	36.74 	36.18 	40.15 	37.47 	36.15 	35.3 	42.15 	47.08 	45.58 	30.60 	26.87 	39.22 	26.72 	23.42 	19.27 	23.77 	23.75 	23.00 	21.10 	17.35 
EUR,02110000,DE	36.50 	35.30 	36.97 	35.62 	34.96 	33.47 	39.97 	43.92 	44.39 	32.66 	26.02 	38.17 	28.51 	22.82 	19.24 	22.91 	24.03 	22.32 	20.72 	17.86 
EUR,02110000,DK	36.50 	36.10 	36.90 	36.00 	34.85 	33.54 	40.19 	46.07 	41.88 	30.35 	29.68 	37.69 	27.89 	23.19 	20.46 	21.93 	23.10 	23.40 	22.08 	19.28 
EUR,02110000,EE	: 	36.49 	38.33 	36.58 	37.54 	36.73 	36.74 	47.73 	42.04 	31.40 	25.26 	32.92 	31.86 	25.86 	21.72 	22.12 	24.59 	25.37 	24.66 	19.64 
EUR,02110000,ES	: 	31.79 	31.32 	30.10 	31.95 	29.07 	32.43 	: 	28.33 	29.69 	22.35 	26.89 	24.19 	20.75 	19.77 	21.93 	22.51 	20.93 	19.51 	17.00 
EUR,02110000,FI	36.16 	35.57 	38.96 	37.10 	35.80 	36.48 	41.61 	44.4 	42.18 	33.52 	27.03 	36.70 	28.53 	24.42 	20.01 	22.46 	23.72 	23.20 	20.94 	17.63 
EUR,02110000,FR	: 	: 	: 	24.70 	25.30 	22.2 	26.27 	33.56 	44.66 	35.97 	26.09 	34.78 	31.54 	23.64 	20.39 	20.34 	22.37 	22.12 	21.24 	18.49 
EUR,02110000,HR	32.44 	31.15 	32.02 	31.58 	34.56 	30.38 	34.1 	44.01 	39.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02110000,HU	35.71 	33.85 	36.18 	35.29 	36.47 	33.11 	38.25 	48.57 	42.71 	29.19 	25.54 	41.39 	25.20 	21.35 	19.65 	22.24 	22.34 	21.18 	20.94 	16.34 
EUR,02110000,LT	34.93 	35.46 	35.72 	36.47 	34.12 	29.32 	34.88 	45.61 	42.15 	31.83 	24.22 	35.84 	26.42 	24.38 	18.11 	19.13 	21.68 	21.54 	19.31 	17.12 
EUR,02110000,LU	34.73 	33.80 	33.85 	33.69 	34.17 	29.76 	34.15 	45.5 	39 	30.5 	21.15 	30.00 	26.62 	21.86 	18.91 	18.17 	21.80 	20.40 	21.79 	17.39 
EUR,02110000,LV	36.23 	34.62 	35.48 	34.99 	33.53 	29.52 	35.37 	45.01 	41.53 	30.82 	23.93 	34.85 	27.08 	23.38 	18.11 	20.17 	21.90 	21.22 	21.00 	18.53 
EUR,02110000,NL	38.00 	39.00 	32.50 	34.00 	33.50 	32.5 	34.25 	43.5 	36.10 	31.50 	23.70 	30.95 	30.35 	: 	: 	: 	: 	: 	: 	: 
EUR,02110000,PL	36.26 p	36.45 	37.03 	: 	35.97 	31.54 	35.1 	47.34 	44.63 	31.98 	25.01 	36.10 	25.28 	23.98 	19.22 	19.10 	23.11 	22.13 	22.38 	20.12 
EUR,02110000,RO	32.24 	30.94 	34.58 	34.96 	36.89 	30.16 	35.53 	41.04 	38.22 	29.68 	22.88 	32.63 	23.70 	20.99 	16.57 	: 	15.73 	19.82 	17.12 	16.46 
EUR,02110000,SE	35.21 	35.08 	33.80 	35.18 	33.72 	30.89 	36.41 	44.69 	42.86 	39.00 	24.01 	32.55 	33.38 	23.91 	21.79 	20.36 	22.23 	21.91 	21.07 	17.12 
EUR,02110000,SI	31.59 	30.59 	32.01 	32.66 	36.36 	30.75 	35.84 	44.96 	42.17 	27.35 	25.53 	38.08 	22.03 	19.83 	17.59 	19.65 	21.75 	19.83 	17.69 	15.48 
EUR,02110000,SK	35.51 	34.34 	37.52 	35.67 	35.95 	33.5 	36.98 	48.4 	46.06 	31.92 	24.12 	38.67 	24.72 	22.00 	17.44 	20.51 	20.32 	18.43 	16.88 	16.64 
EUR,02110000,UK	35.90 	34.09 	37.12 	34.23 	34.72 	33.47 	40.18 	45.28 	43.44 	26.74 	26.79 	38.32 	27.65 	22.55 	19.18 	23.39 	23.96 	22.95 	22.09 	19.06 
EUR,02120000,AT	27.59 p	24.89 	28.33 	30.10 	33.71 	24.51 	29.52 	39.18 	33.66 	39.59 	15.71 p	22.33 	32.56 	17.34 	17.36 	16.97 	18.92 	21.80 	20.13 	14.90 
EUR,02120000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02120000,BG	30.04 	29.09 	32.20 	35.61 	35.67 	30.57 	31.05 	43 	35.47 	27.52 	19.59 	28.23 	22.59 	18.44 	18.63 	18.28 	18.83 	18.94 	16.81 	15.25 
EUR,02120000,CZ	29.14 	30.72 	33.96 	35.70 	32.59 	30.69 	40.84 	41.67 	41.64 	28.32 	26.80 	37.23 	26.85 	21.85 	21.63 	23.08 	25.29 	26.33 	25.78 	21.52 
EUR,02120000,DE	33.73 	31.46 	29.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02120000,EL	35.00 	35.00 	35.00 	35.00 	35.00 	35 	40.23 	45 	42.50 	38.50 	37.00 	37.60 	25.00 	16.20 	19.08 	20.72 	17.26 	17.90 	17.73 	17.83 
EUR,02120000,ES	31.57 	30.63 	32.93 	34.82 	36.44 	30.37 	33.97 	50.04 	38.01 	36.54 	22.52 	38.71 	39.43 	22.11 	25.25 	22.99 	21.65 	26.14 	25.56 	17.46 
EUR,02120000,FR	: 	: 	: 	46.10 	48.30 	41 	47.71 	63.35 	40.77 	38.52 	24.71 	30.19 	40.83 	22.56 	21.60 	21.30 	21.97 	25.20 	24.02 	18.65 
EUR,02120000,HR	25.85 	25.12 	29.56 	29.35 	31.76 	23.39 	25.56 	45.03 	34.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02120000,HU	30.97 	30.48 	32.35 	33.98 	36.34 	31.18 	33.62 	46.35 	39.11 	32.83 	21.12 	31.95 	34.02 	20.03 	20.25 	22.26 	20.63 	26.38 	23.00 	18.32 
EUR,02120000,PT	36.95 	35.00 	38.50 	37.88 	37.50 	33.00 	35.00 	52.00 	32.01 	32.50 	25.00 	49.03 	32.45 	21.50 	18.24 	10.00 	10.00 	13.00 	13.00 	17.51 
EUR,02120000,RO	27.18 	28.36 	29.99 	33.63 	33.74 	28.35 	35.98 	41.26 	37.27 	28.25 	20.28 	30.45 	25.20 	19.85 	19.88 	18.97 	16.08 	21.44 	18.06 	17.88 
EUR,02120000,SI	: 	: 	: c	: c	: c	: c	: c	: 	40.80 	25.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02120000,SK	30.59 	28.33 	31.17 	32.40 	34.34 	27.8 	32.4 	44.6 	35.66 	34.67 	20.08 	24.63 	34.14 	19.42 	18.96 	17.32 	19.79 	22.06 	18.98 	17.89 
EUR,02130000,AT	31.31 p	34.26 	34.48 	33.30 	31.88 	34.68 	39.44 	46.68 p	34.58 	32.31 	25.18 p	32.61 	22.73 	18.39 	19.65 	19.70 	20.34 	21.83 	21.42 	18.12 
EUR,02130000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02130000,BG	29.70 	33.27 	32.39 	36.75 	48.44 	61.69 	65.34 	50.3 	31.48 	36.72 	41.98 	35.82 	24.53 	23.99 	20.55 	22.10 	20.87 	22.07 	21.62 	20.81 
EUR,02130000,DE	32.00 	33.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02130000,ES	: 	47.95 	45.51 	45.90 	47.63 	49.36 	44.37 	: 	33.61 	32.68 	30.85 	27.30 	24.48 	21.37 	21.55 	23.60 	21.44 	18.72 	23.57 	21.32 
EUR,02130000,FR	: 	: 	: 	30.40 	28.00 	29.9 	33.03 	37.65 	36.94 	37.45 	30.23 	33.44 	34.63 	21.55 	21.12 	20.80 	22.12 	20.28 	23.54 	20.69 
EUR,02130000,HR	29.33 	30.34 	35.84 	30.89 	31.60 	30.67 	39.88 	46.99 	32.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02130000,HU	31.86 	33.81 	36.03 	33.81 	32.94 	34.93 	42.86 	44.82 	34.32 	31.91 	26.43 	29.96 	27.16 	19.62 	21.36 	24.94 	24.92 	25.79 	23.38 	19.08 
EUR,02130000,RO	27.40 	29.01 	29.33 	30.95 	29.92 	32.18 	41.41 	38.35 	30.67 	29.20 	22.64 	26.38 	23.40 	16.17 	17.40 	19.47 	18.79 	22.78 	22.28 	18.46 
EUR,02130000,SI	29.38 	31.11 	31.94 	31.50 	29.32 	32.18 	38.17 	39.95 	35.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,02130000,SK	30.68 	33.75 	34.16 	32.57 	32.48 	34.39 	38.44 	42.78 	33.93 	31.63 	27.48 	29.14 	24.43 	19.07 	18.71 	21.14 	20.97 	19.53 	18.59 	17.98 
