"Date","Daily Sterling overnight index average (SONIA) rate                          IUDSOIA"
"25 Mar 10","0.4736"
"24 Mar 10","0.4712"
"23 Mar 10","0.4742"
"22 Mar 10","0.4711"
"19 Mar 10","0.4698"
"18 Mar 10","0.4682"
"17 Mar 10","0.4699"
"16 Mar 10","0.4737"
"15 Mar 10","0.4715"
"12 Mar 10","0.4732"
"11 Mar 10","0.4681"
"10 Mar 10","0.4697"
"09 Mar 10","0.4758"
"08 Mar 10","0.4725"
"05 Mar 10","0.4744"
"04 Mar 10","0.4657"
"03 Mar 10","0.4674"
"02 Mar 10","0.4746"
"01 Mar 10","0.4692"
"26 Feb 10","0.4708"
"25 Feb 10","0.4673"
"24 Feb 10","0.4679"
"23 Feb 10","0.4728"
"22 Feb 10","0.4686"
"19 Feb 10","0.4714"
"18 Feb 10","0.4686"
"17 Feb 10","0.4676"
"16 Feb 10","0.4653"
"15 Feb 10","0.4672"
"12 Feb 10","0.47"
"11 Feb 10","0.4708"
"10 Feb 10","0.4661"
"09 Feb 10","0.473"
"08 Feb 10","0.4687"
"05 Feb 10","0.4644"
"04 Feb 10","0.4659"
"03 Feb 10","0.4602"
"02 Feb 10","0.4598"
"01 Feb 10","0.4585"
"29 Jan 10","0.4679"
"28 Jan 10","0.4571"
"27 Jan 10","0.4566"
"26 Jan 10","0.4538"
"25 Jan 10","0.4584"
"22 Jan 10","0.4552"
"21 Jan 10","0.4533"
"20 Jan 10","0.4542"
"19 Jan 10","0.4556"
"18 Jan 10","0.4548"
"15 Jan 10","0.4521"
"14 Jan 10","0.4545"
"13 Jan 10","0.453"
"12 Jan 10","0.449"
"11 Jan 10","0.4523"
"08 Jan 10","0.4546"
"07 Jan 10","0.4541"
"06 Jan 10","0.4534"
"05 Jan 10","0.4514"
"04 Jan 10","0.4487"
